City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,touros,-5.1989,-35.4608,30.62,68,78,5.58,BR,1711734402
84,bereeda,11.8704,51.0579,26.88,75,25,5.23,SO,1711734403
85,georgetown,5.4112,100.3354,27.97,89,40,1.03,MY,1711734162
86,aasiaat,68.7098,-52.8699,-12.87,82,32,1.9,GL,1711734404
87,abepura,-2.6333,140.5833,23.45,100,20,0.51,ID,1711734404
88,port hedland,-20.3167,118.5667,26.03,78,0,2.57,AU,1711734405
89,al bardiyah,31.7561,25.0865,16.56,81,9,4.82,LY,1711734405
90,blackmans bay,-43.0167,147.3167,13.62,90,58,1.36,AU,1711734406
91,old town,50.087,14.4202,17.5,50,0,4.63,CZ,1711734407
92,vilyuchinsk,52.9306,158.4028,-7.82,78,3,2.82,RU,1711734408
93,prado,-17.3411,-39.2208,29.27,67,72,3.31,BR,1711734408
94,uturoa,-16.7333,-151.4333,28.53,71,98,7.02,PF,1711734409
95,tyazhinskiy,56.116,88.524,1.88,86,100,8.08,RU,1711734409
96,college,64.8569,-147.8028,0.04,88,20,4.12,US,1711734360
97,rzhev,56.2624,34.3282,9.06,89,100,6.1,RU,1711734410
98,shingu,33.7333,135.9833,12.93,90,0,2.8,JP,1711734410
99,palmer,42.1584,-72.3287,10.85,43,75,9.26,US,1711734224
100,enewetak,11.3474,162.3373,27.47,72,100,8.68,MH,1711734411
101,andalgala,-27.5819,-66.3165,29.81,42,46,3.09,AR,1711734412
102,punta cardon,11.6581,-70.215,27.96,62,90,2.79,VE,1711734412
103,al majaridah,19.1236,41.9111,27.74,62,44,0.25,SA,1711734413
104,port elizabeth,-33.918,25.5701,19.5,87,0,1.03,ZA,1711734273
105,camayenne,9.535,-13.6878,31.05,66,0,4.12,GN,1711734413
106,puerto natales,-51.7236,-72.4875,5.25,81,100,7.72,CL,1711734162
107,yaring,6.8662,101.3689,27.05,85,94,3.42,TH,1711734414
108,zyryanovsk,49.7386,84.2719,-0.11,98,100,1.29,KZ,1711734414
109,port saint john's,-31.6229,29.5448,21.5,80,81,2.64,ZA,1711734415
110,klaksvik,62.2266,-6.589,4.51,97,100,17.97,FO,1711734415
111,fort mcmurray,56.7268,-111.381,-7.23,79,100,5.66,CA,1711734257
112,susuman,62.7833,148.1667,-11.12,94,100,2.68,RU,1711734416
113,guixi,28.2886,117.2133,16.22,69,14,2.06,CN,1711734417
114,cuyo,10.8525,121.0086,28.01,83,39,1.84,PH,1711734417
115,kodiak,57.79,-152.4072,1.73,93,100,6.69,US,1711734178
116,kralendijk,12.15,-68.2667,31.99,43,20,5.14,BQ,1711734402
117,kinablangan,7.6947,126.5503,24.98,86,20,1.65,PH,1711734418
118,as samawah,31.332,45.2944,25.98,27,98,2.52,IQ,1711734419
119,dawei,14.0833,98.2,24.91,71,79,1.33,MM,1711734419
120,ravar,31.2656,56.8055,12.87,19,20,3.58,IR,1711734420
121,point pedro,9.8167,80.2333,27.32,71,17,5.07,LK,1711734420
122,motueka,-41.1333,173.0167,7.28,76,5,1.81,NZ,1711734421
123,fort bragg,35.139,-79.006,20.67,30,0,6.69,US,1711734421
124,bongaree,-27.0797,153.1586,21.14,82,47,6.57,AU,1711734422
125,lata,40.1629,-8.3327,12.49,71,99,2.02,PT,1711734422
126,ipojuca,-8.3989,-35.0639,30.95,68,88,5.42,BR,1711734423
127,klyuchi,52.2667,79.1667,5.45,79,59,4.95,RU,1711734423
128,elverum,60.8819,11.5623,2.39,100,100,1.33,NO,1711734424
129,tura,25.5198,90.2201,23.06,58,69,1.45,IN,1711734424
130,west island,-12.1568,96.8225,27.99,78,100,4.12,CC,1711734425
131,amqui,48.4638,-67.4313,1.1,99,100,4.19,CA,1711734394
132,tvoroyri,61.5556,-6.8111,6.77,92,100,11.16,FO,1711734425
133,nemuro,43.3236,145.575,2.13,100,100,5.23,JP,1711734426
134,stanley,54.868,-1.6985,11.18,80,40,2.57,GB,1711734426
135,ilulissat,69.2167,-51.1,-8.99,57,0,0.51,GL,1711734427
136,north liberty,41.7492,-91.598,14.04,46,75,6.69,US,1711734428
137,afaahiti,-17.75,-149.2833,27.93,78,86,9.37,PF,1711734428
138,plastun,44.7561,136.2939,-0.62,85,44,2.72,RU,1711734429
139,badger,64.8,-147.5333,-0.57,90,0,4.12,US,1711734197
140,isafjordur,66.0755,-23.124,-1.62,88,85,13.64,IS,1711734430
141,saint-joseph,-21.3667,55.6167,25.21,80,100,1.1,RE,1711734430
142,taltal,-25.4,-70.4833,22.09,68,23,2.35,CL,1711734240
143,camacupa,-12.0167,17.4833,18.75,89,100,1.89,AO,1711734432
144,chiredzi,-21.05,31.6667,24.66,48,41,4.3,ZW,1711734432
145,puerto ayora,-0.7393,-90.3518,29.98,90,82,4.92,EC,1711734432
146,taytay,14.5678,121.1394,28.34,78,20,2.57,PH,1711734433
147,batang,-6.4846,110.7083,26.55,87,56,2.02,ID,1711734268
148,east london,-33.0153,27.9116,19.52,88,40,1.54,ZA,1711734365
149,walvis bay,-22.9575,14.5053,16.53,82,27,5.14,NA,1711734434
150,severnoye,56.3491,78.3619,0.55,96,100,2.24,RU,1711734434
151,lerma,42.0261,-3.7598,4.31,95,100,3.55,ES,1711734435
152,nantucket,41.2835,-70.0995,5.08,90,100,11.32,US,1711734404
153,namtsy,62.7161,129.6658,-22.09,85,37,4.64,RU,1711734435
154,mount isa,-20.7333,139.5,23.87,94,100,2.57,AU,1711734436
155,rio grande,-32.035,-52.0986,30.06,71,23,4.16,BR,1711734157
156,dalandzadgad,43.5708,104.425,6.56,30,21,3.01,MN,1711734436
157,tarnogskiy gorodok,60.4997,43.5761,4.33,94,100,4.14,RU,1711734437
158,kourou,5.1552,-52.6478,24.03,95,100,1.37,GF,1711734437
159,nar'yan-mar,67.6713,53.087,-3.83,91,76,6.71,RU,1711734438
160,newman,37.3138,-121.0208,12.38,78,100,4.02,US,1711734438
161,anadyr,64.75,177.4833,-20.72,77,59,8.0,RU,1711734439
162,uijeongbu-si,37.7415,127.0474,3.81,63,0,1.91,KR,1711734439
163,mandalgovi,45.7625,106.2708,-1.87,60,55,3.25,MN,1711734440
164,chonchi,-42.6128,-73.8092,15.56,57,55,3.07,CL,1711734440
165,brigantine,39.4101,-74.3646,13.44,39,0,8.75,US,1711734441
166,misratah,32.3754,15.0925,18.33,60,0,8.74,LY,1711734441
167,kiboga,0.9161,31.7742,21.2,74,86,1.44,UG,1711734442
168,conception bay south,47.4999,-52.9981,14.53,89,100,4.96,CA,1711734442
169,alofi,-19.0595,-169.9187,25.94,89,100,3.09,NU,1711734443
170,iskateley,67.6803,53.1512,-3.88,91,75,6.71,RU,1711734443
171,midvagur,62.0511,-7.1939,4.46,81,75,9.26,FO,1711734443
172,tamandare,-8.7597,-35.1047,29.43,68,55,5.16,BR,1711734368
173,shaowu,27.3409,117.4831,16.04,70,97,0.84,CN,1711734444
174,lebu,-37.6167,-73.65,15.59,69,72,8.71,CL,1711734444
175,geraldton,-28.7667,114.6,15.23,94,16,2.06,AU,1711734445
176,lubuklinggau,-3.3,102.8667,23.52,98,99,0.86,ID,1711734445
177,kailua-kona,19.6406,-155.9956,25.28,83,0,0.0,US,1711734446
178,codrington,-38.2667,141.9667,11.37,91,34,2.49,AU,1711734447
179,lihue,21.9789,-159.3672,22.77,80,40,6.69,US,1711734447
180,crane,31.3974,-102.3501,24.79,23,90,5.57,US,1711734448
181,utrik,11.2278,169.8474,27.04,72,94,7.98,MH,1711734448
182,fale old settlement,-9.3852,-171.2468,29.46,75,92,4.68,TK,1711734448
183,kerikeri,-35.2268,173.9474,8.28,91,4,2.42,NZ,1711734449
184,qaqortoq,60.7167,-46.0333,-0.14,67,3,1.91,GL,1711734449
185,coahuayana de hidalgo,18.7,-103.6583,30.98,35,52,3.26,MX,1711734450
186,pangody,65.85,74.4859,-16.4,99,86,4.15,RU,1711734450
187,champerico,14.3,-91.9167,35.3,52,25,4.87,GT,1711734451
188,carnarvon,-24.8667,113.6333,24.8,63,14,8.09,AU,1711734451
189,al mijlad,11.0333,27.7333,32.29,5,98,4.58,SD,1711734452
190,vadso,70.0744,29.7487,-1.51,68,100,8.75,NO,1711734452
191,altay,47.8667,88.1167,4.56,60,70,3.14,CN,1711734453
192,tsiombe,-25.3,45.4833,23.33,88,96,3.07,MG,1711734453
193,gbadolite,4.2833,21.0167,30.36,38,98,0.67,CD,1711734454
194,lagos,6.5833,3.75,31.18,77,45,4.27,NG,1711733616
195,tukrah,32.5341,20.5791,16.29,67,22,6.82,LY,1711734454
196,ust-nera,64.5667,143.2,-6.38,91,100,2.52,RU,1711734455
197,udachny,66.4167,112.4,-30.29,98,30,2.84,RU,1711734180
198,glace bay,46.1969,-59.957,13.21,99,100,6.69,CA,1711734262
199,buala,-8.145,159.5921,26.91,83,100,1.23,SB,1711734456
200,laojunmiao,39.8333,97.7333,7.14,35,2,1.82,CN,1711734456
201,priozersk,61.0393,30.1291,5.05,83,100,0.93,RU,1711734456
202,greenville,35.6127,-77.3663,19.01,37,0,7.2,US,1711734448
203,saint-pierre,-21.3393,55.4781,25.82,73,0,1.03,RE,1711734457
204,sokolac,43.9397,18.8017,15.54,79,79,2.11,BA,1711734458
205,charters towers,-20.1,146.2667,20.75,83,69,4.05,AU,1711734458
206,axim,4.8699,-2.2405,28.68,81,95,4.14,GH,1711734458
207,katsina-ala,7.1667,9.2833,36.24,28,88,2.43,NG,1711734459
208,aldinga beach,-35.2793,138.4604,22.58,42,86,2.1,AU,1711734459
209,curillo,1.0333,-75.9191,25.67,93,99,1.04,CO,1711734459
210,chengde,40.9725,117.9361,4.69,44,86,3.27,CN,1711734460
211,punta arenas,-53.15,-70.9167,5.06,87,75,12.86,CL,1711734165
212,la ronge,55.1001,-105.2842,-5.86,86,100,5.14,CA,1711734461
213,pimentel,-6.8367,-79.9342,30.16,54,0,5.66,PE,1711734461
214,la'ie,21.6477,-157.9253,23.66,77,19,2.68,US,1711734461
215,weno,7.4515,151.8468,27.97,83,40,4.12,FM,1711734462
216,tikapur,28.5,81.1333,25.63,31,36,2.7,NP,1711734462
217,maslyanino,54.3436,84.2111,-0.99,92,31,2.9,RU,1711734462
218,at taj,24.2049,23.2857,24.26,13,0,5.02,LY,1711734463
219,hithadhoo,-0.6,73.0833,29.18,71,99,2.5,MV,1711734463
220,tapes,-30.6733,-51.3958,27.11,65,94,2.26,BR,1711734464
221,mayfield,36.7417,-88.6367,20.95,40,5,6.06,US,1711734464
222,hassi messaoud,31.6804,6.0729,29.92,9,1,6.69,DZ,1711734465
223,tuy hoa,13.0833,109.3,24.93,93,100,0.39,VN,1711734465
224,kone,-21.0595,164.8658,20.39,87,7,2.47,NC,1711734465
225,portland,45.5234,-122.6762,12.1,76,100,3.58,US,1711734158
226,bonga,7.2833,36.2333,18.23,91,100,0.5,ET,1711734466
227,ujae,8.9322,165.7642,27.82,75,100,9.48,MH,1711734466
228,dol-de-bretagne,48.5476,-1.7502,12.25,78,100,4.61,FR,1711734467
229,taroa,8.7058,171.2275,27.39,80,100,7.78,MH,1711734467
230,umba,66.6871,34.3429,-7.78,91,76,2.65,RU,1711734469
231,dolores,-36.3132,-57.6792,28.49,38,1,4.81,AR,1711734469
232,nefteyugansk,61.0998,72.6035,-3.91,96,100,6.71,RU,1711734470
233,vila velha,-20.3297,-40.2925,29.97,80,20,5.14,BR,1711734334
234,noumea,-22.2763,166.4572,24.44,99,6,2.66,NC,1711734470
235,queenstown,-31.8976,26.8753,14.9,84,40,4.43,ZA,1711734471
236,port augusta,-32.5,137.7667,22.98,45,17,2.58,AU,1711734461
237,justo daract,-33.8594,-65.1828,34.8,25,0,3.99,AR,1711734472
238,namibe,-15.1961,12.1522,24.87,81,100,4.06,AO,1711734472
239,pontian kechil,1.4866,103.3896,28.33,86,95,2.75,MY,1711734473
240,al bahah,20.0129,41.4677,17.68,75,28,3.62,SA,1711734473
241,afif,23.9065,42.9172,19.66,54,95,6.74,SA,1711734474
242,kenora,49.8167,-94.4337,0.54,43,75,2.57,CA,1711734474
243,mount gambier,-37.8333,140.7667,10.74,91,7,1.82,AU,1711734475
244,khovd,48.0056,91.6419,6.55,50,95,2.88,MN,1711734475
245,moroni,-11.7022,43.2551,27.33,79,100,1.58,KM,1711734475
246,petropavlovsk-kamchatsky,53.0452,158.6483,-8.64,86,0,4.0,RU,1711734476
247,candido mendes,-1.4467,-45.7167,28.02,83,97,1.99,BR,1711734476
248,mafinga,-7.25,35.0667,22.51,78,90,0.22,TZ,1711734477
249,huarmey,-10.0681,-78.1522,26.51,71,68,5.03,PE,1711734477
250,terrace,54.5163,-128.6035,7.9,38,0,5.14,CA,1711734437
251,vila franca do campo,37.7167,-25.4333,15.23,89,100,12.01,PT,1711734478
252,farnham,51.2143,-0.7959,12.21,69,20,7.2,GB,1711734479
253,arraial do cabo,-22.9661,-42.0278,25.98,83,75,6.17,BR,1711734479
254,rakops,-21.0167,24.3333,27.22,35,54,1.13,BW,1711734479
255,amga,60.8953,131.9608,-23.13,99,99,1.78,RU,1711734480
256,tolanaro,-25.0319,46.9987,24.04,88,20,8.23,MG,1711734481
257,remire-montjoly,4.9167,-52.2667,24.02,94,75,2.06,GF,1711734481
258,north saanich,48.6663,-123.4193,11.06,83,75,0.0,CA,1711734482
259,cabo san lucas,22.8909,-109.9124,28.67,36,0,0.0,MX,1711734339
260,whitehorse,60.7161,-135.0538,0.45,55,20,7.2,CA,1711734376
261,veraval,20.9,70.3667,25.21,72,0,5.97,IN,1711734483
262,wenchang,30.904,118.4887,15.93,81,35,2.37,CN,1711734484
263,saint-jean-de-monts,46.7833,-2.0667,11.67,1,100,4.76,FR,1711734484
264,pacasmayo,-7.4006,-79.5714,25.55,68,17,5.82,PE,1711734484
265,aras-asan,8.8908,126.3033,24.7,83,9,1.22,PH,1711734485
266,nuku'alofa,-21.1333,-175.2,24.19,94,100,0.0,TO,1711734485
267,callao,-12.0667,-77.15,25.16,69,0,5.14,PE,1711734486
268,abu al matamir,30.9102,30.1744,17.27,85,3,3.08,EG,1711734486
269,pandan,14.0453,124.1694,24.81,86,6,3.32,PH,1711734487
270,martapura,-3.4167,114.85,27.05,89,98,1.54,ID,1711734487
271,tocopilla,-22.092,-70.1979,23.7,74,15,3.65,CL,1711734488
272,majene,-3.5403,118.9707,25.45,90,79,1.52,ID,1711734421
273,flin flon,54.7682,-101.865,-4.09,42,100,3.09,CA,1711734260
274,kotabumi,-4.8333,104.9,24.75,95,98,1.13,ID,1711734489
275,mount pearl,47.5166,-52.7813,14.19,89,100,4.63,CA,1711734310
276,genet,9.0667,38.5,16.51,79,100,2.13,ET,1711734490
277,isangel,-19.55,169.2667,24.54,66,44,6.92,VU,1711734490
278,edeia,-17.3383,-49.9314,30.5,56,82,2.06,BR,1711734490
279,quatre cocos,-20.2078,57.7625,26.15,88,98,3.24,MU,1711734491
280,san blas,21.5167,-105.2667,30.94,43,19,3.44,MX,1711734491
281,happy valley-goose bay,53.3168,-60.3315,4.17,81,75,7.72,CA,1711734312
282,salekhard,66.53,66.6019,-13.92,97,95,2.73,RU,1711734304
283,usinsk,65.9939,57.5281,-2.74,96,100,12.52,RU,1711734492
284,skelleftea,64.7507,20.9528,-0.56,100,100,5.66,SE,1711734493
285,selkirk,50.1436,-96.8845,1.21,53,100,4.02,CA,1711734467
286,prince rupert,54.3161,-130.3201,9.83,53,0,1.54,CA,1711734493
287,holualoa,19.6228,-155.9522,23.21,84,0,0.0,US,1711734494
288,muynoq,43.7683,59.0214,7.27,43,36,6.9,UZ,1711734494
289,mazatlan,23.2167,-106.4167,24.1,54,74,3.61,MX,1711734495
290,watertown,42.3709,-71.1828,9.91,61,100,7.15,US,1711734439
291,monrovia,6.3005,-10.7969,30.87,78,75,5.01,LR,1711734226
292,jeremie,18.65,-74.1167,28.89,56,0,3.26,HT,1711734496
293,laguna,38.421,-121.4238,11.28,86,100,2.57,US,1711734496
294,lompoc,34.6391,-120.4579,16.45,68,0,3.13,US,1711734496
295,springfield,37.2153,-93.2982,22.05,51,0,12.86,US,1711734303
296,kapuskasing,49.4169,-82.4331,-3.95,68,100,6.17,CA,1711734422
297,aral,40.5156,81.2636,18.41,17,100,1.03,CN,1711734498
298,baker city,44.7749,-117.8344,6.84,66,0,1.54,US,1711734442
299,luderitz,-26.6481,15.1594,17.06,86,2,3.2,NA,1711734499
300,ambodifotatra,-16.9833,49.85,25.63,89,100,10.13,MG,1711734500
301,jiagedaqi,50.4167,124.1167,-4.97,89,99,3.53,CN,1711734500
302,brandon,27.9378,-82.2859,25.58,31,0,3.13,US,1711734493
303,sinop,41.7711,34.8709,12.24,73,46,2.28,TR,1711734364
304,qui nhon,13.7667,109.2333,25.05,91,98,1.57,VN,1711734501
305,mejit,10.2753,170.8646,27.17,79,93,8.58,MH,1711734502
306,choibalsan,48.0667,114.5,-14.07,71,4,4.25,MN,1711734502
307,san rafael del yuma,18.4299,-68.6739,31.11,36,0,2.12,DO,1711734503
308,myski,53.709,87.8014,-2.13,96,84,1.95,RU,1711734503
309,truckee,39.328,-120.1833,4.79,88,100,2.68,US,1711734504
310,nova sintra,14.8667,-24.7167,19.75,73,14,7.73,CV,1711734505
311,igarka,67.4667,86.5833,-8.64,93,100,10.63,RU,1711734505
312,domna,51.8971,113.1573,-12.91,43,5,5.0,RU,1711734506
313,harper,4.375,-7.7169,28.55,80,98,4.23,LR,1711734303
314,lorengau,-2.0226,147.2712,27.62,79,58,1.71,PG,1711734506
315,nea alikarnassos,35.3333,25.1667,17.68,82,20,1.54,GR,1711734507
316,kolwezi,-10.7148,25.4667,18.3,96,100,2.09,CD,1711734507
317,antonio enes,-16.2325,39.9086,25.8,83,17,4.95,MZ,1711734508
318,sungai penuh,-2.0833,101.3833,19.02,97,98,1.49,ID,1711734508
319,tham phannara,8.4204,99.3952,24.94,86,19,1.02,TH,1711734509
320,manturovo,58.3353,44.7619,2.1,95,70,4.03,RU,1711734509
321,egilsstadir,65.2653,-14.3948,-0.05,93,100,10.8,IS,1711734510
322,basco,20.4487,121.9702,26.31,76,100,1.26,PH,1711734510
323,smithers,54.7804,-127.1743,0.18,47,0,2.57,CA,1711734511
324,lucapa,-8.4192,20.7447,21.25,91,100,1.41,AO,1711734511
325,cockburn town,21.4612,-71.1419,25.98,69,40,4.12,TC,1711734512
326,polyarnyy,69.1989,33.4478,-7.38,83,56,1.53,RU,1711734512
327,bardai,11.65,7.2333,33.7,8,67,3.73,NG,1711734512
328,forde,61.4522,5.8572,11.41,61,100,3.09,NO,1711734513
329,rasht,37.2808,49.5832,11.9,94,0,0.0,IR,1711734405
330,ribeira brava,32.65,-17.0667,18.35,62,68,7.79,PT,1711734514
331,den burg,53.0542,4.7972,12.2,71,100,5.66,NL,1711734515
332,broome,42.2506,-75.833,5.35,63,100,8.23,US,1711734515
333,nova xavantina,-14.6667,-52.35,31.2,60,27,2.11,BR,1711734516
334,al bawiti,28.3492,28.8659,20.62,27,1,4.43,EG,1711734516
335,ciudad bolivar,8.1222,-63.5497,37.08,31,100,1.8,VE,1711734269
336,ar ruways,24.1103,52.7306,22.2,61,0,1.89,AE,1711734517
337,karkira,36.9292,6.5856,18.65,50,95,2.76,DZ,1711734517
338,youkounkoun,12.5333,-13.1333,40.02,11,65,2.86,GN,1711734517
339,caslav,49.911,15.3897,15.46,58,0,5.14,CZ,1711734518
340,sinabang,2.4803,96.3801,26.8,85,68,1.65,ID,1711734518
341,sao joao da barra,-21.6403,-41.0511,31.05,88,100,1.53,BR,1711734519
342,ngama,11.7833,17.1667,35.8,9,34,4.5,TD,1711734519
343,sao vicente,-23.9631,-46.3919,30.1,60,100,1.54,BR,1711734511
344,la passe,45.5549,-0.8967,9.99,91,100,2.76,FR,1711734520
345,fontanelas,38.8472,-9.4372,13.12,79,20,6.17,PT,1711734520
346,bonthe,7.5264,-12.505,28.83,64,81,4.71,SL,1711734521
347,malpica,43.3228,-8.8105,12.91,58,22,3.41,ES,1711734521
348,gadzhiyevo,69.2551,33.3362,-7.92,86,57,1.82,RU,1711734522
349,cannonvale,-20.2833,148.7,26.66,71,99,9.23,AU,1711734522
350,iquique,-20.2208,-70.1431,24.02,75,33,3.87,CL,1711733986
351,fort st. john,56.2499,-120.8529,-4.06,63,20,2.06,CA,1711734522
352,ati,13.2154,18.3353,34.89,9,17,4.79,TD,1711734523
353,muriti,-1.9833,32.9167,24.53,67,66,2.65,TZ,1711734523
354,damasak,13.0977,12.4952,34.86,9,46,3.46,NG,1711734524
355,san patricio,28.017,-97.5169,26.92,49,7,10.17,US,1711734524
356,mar del plata,-38.0023,-57.5575,28.86,57,0,10.28,AR,1711734227
357,tala,30.6803,30.9429,15.68,80,20,3.08,EG,1711734525
358,ploneour-lanvern,47.9,-4.2833,11.18,71,75,4.12,FR,1711734526
359,alexandria,31.2156,29.9553,17.3,82,1,3.74,EG,1711734265
360,chernyshevskiy,63.0128,112.4714,-32.36,100,34,0.4,RU,1711734526
361,ambalangoda,6.2355,80.0538,26.68,82,68,1.83,LK,1711734527
362,hadibu,12.65,54.0333,26.81,65,41,4.06,YE,1711734527
363,cabedelo,-6.9811,-34.8339,29.37,78,95,6.46,BR,1711734528
364,sipalay,9.75,122.5,24.96,81,2,2.34,PH,1711734528
365,wamba,8.9333,8.6,34.54,23,98,1.36,NG,1711734529
366,ketchikan,55.3422,-131.6461,10.19,70,0,0.0,US,1711734529
